,,,,,,,,Supply and Disposition of Propane ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Unit = m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Run Date:  26 March 2018,,,,,,,,,,,,,,Year To Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Supply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Opening Inventory," 484,435.1 "," 300,532.6 "," 217,849.0 "," 189,751.8 "," 302,577.4 "," 465,386.5 "," 561,067.3 "," 705,188.6 "," 845,757.8 "," 850,232.9 "," 851,405.1 "," 670,812.5 "," 484,435.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Plant/Gathering System Process," 193,722.6 "," 167,559.2 "," 151,033.6 "," 98,946.6 "," 98,703.9 "," 109,648.2 "," 94,819.0 "," 88,278.0 "," 94,979.8 "," 110,735.7 "," 118,669.2 "," 149,092.4 "," 1,476,188.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Refinery Process," 24,792.9 "," 24,049.7 "," 22,096.9 "," 12,733.7 "," 16,748.2 "," 23,714.2 "," 23,753.2 "," 24,365.0 "," 20,897.9 "," 21,559.9 "," 20,502.0 "," 15,656.0 "," 250,869.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fractionation Yield," 521,224.9 "," 489,077.3 "," 508,905.9 "," 438,237.6 "," 507,192.1 "," 443,086.6 "," 525,324.4 "," 518,136.3 "," 484,201.3 "," 558,496.0 "," 530,076.0 "," 601,090.0 "," 6,125,048.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total Production," 739,740.4 "," 680,686.2 "," 682,036.4 "," 549,917.9 "," 622,644.2 "," 576,449.0 "," 643,896.6 "," 630,779.3 "," 600,079.0 "," 690,791.6 "," 669,247.2 "," 765,838.4 "," 7,852,106.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Intra-Alberta Receipts," 3,943.4 "," 3,327.1 "," 2,275.1 "," 4,632.8 "," 2,380.5 "," 2,391.5 "," 2,449.2 "," 7,447.5 "," 8,191.5 "," 9,809.0 "," 10,566.7 "," 10,342.6 "," 67,756.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Flare, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fuel, -   , (39.4), -   , (14.5), (41.5), (30.5), (52.7), (58.7), (65.4), (19.3), (26.2), (37.5), (385.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Imports, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 57,857.0 "," 57,857.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Closing Inventory," 300,532.6 "," 217,849.0 "," 189,751.8 "," 302,577.4 "," 465,386.5 "," 561,067.3 "," 705,188.6 "," 845,757.8 "," 850,232.9 "," 851,405.1 "," 670,812.5 "," 462,941.4 "," 462,941.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Adjustments," 4,129.0 "," 3,836.6 "," (30,556.2)", (945.2)," 1,823.2 ", 614.9 ," (1,548.3)", 4.0 ," 2,362.7 "," 1,692.4 "," 3,071.6 "," (61,544.6)"," (77,059.9)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TOTAL SUPPLY," 931,715.3 "," 770,494.1 "," 681,852.5 "," 440,765.4 "," 463,997.3 "," 483,744.1 "," 500,623.5 "," 497,602.9 "," 606,092.7 "," 701,101.5 "," 863,451.9 "," 980,327.0 "," 7,921,768.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Disposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Alberta Injection (reported as C3-SP or Solvent) ," 3,312.0 "," 2,420.0 "," 3,911.6 "," 2,843.9 "," 2,319.7 "," 2,368.1 "," 2,471.8 "," 7,542.8 "," 8,205.4 "," 9,850.1 "," 12,132.5 "," 11,849.0 "," 69,226.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Alberta Other Sales  ," 310,676.4 "," 249,660.2 "," 238,047.4 "," 192,477.3 "," 195,981.5 "," 193,921.2 "," 213,341.1 "," 214,916.6 "," 282,831.3 "," 279,931.7 "," 324,255.6 "," 335,266.5 "," 3,031,306.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Other Canada Removals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,British Columbia," 17,791.5 "," 12,724.1 "," 12,428.1 "," 8,630.6 "," 10,031.7 "," 10,312.3 "," 8,282.5 "," 11,133.5 "," 8,182.1 "," 15,223.0 "," 14,779.4 "," 18,352.8 "," 147,871.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Saskatchewan," 36,263.3 "," 26,622.2 "," 28,731.5 "," 10,954.3 "," 4,872.4 "," 4,109.0 "," 2,710.4 "," 2,795.5 "," 5,786.1 "," 9,779.0 "," 12,562.7 "," 62,275.0 "," 207,461.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Manitoba," 18,249.8 "," 9,594.2 "," 10,645.7 "," 3,235.0 "," 3,526.7 "," 3,058.4 "," 3,637.3 "," 4,304.8 "," 5,286.5 "," 2,823.6 "," 8,630.6 "," 57,577.0 "," 130,569.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Ontario," 12,293.8 "," 6,989.6 "," 8,164.7 "," 6,246.7 "," 3,486.5 ", 708.5 ," 2,043.1 "," 2,334.1 "," 2,634.7 "," 3,808.3 "," 5,752.4 "," 3,781.5 "," 58,243.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Quebec," 9,087.0 "," 10,721.8 "," 6,431.6 "," 7,843.5 "," 4,826.2 "," 5,984.3 "," 4,446.7 "," 7,785.5 "," 3,091.4 "," 6,078.4 "," 15,210.7 "," 8,968.9 "," 90,476.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Maritimes," 1,903.8 "," 4,613.6 ", 833.2 ," 2,066.7 "," 2,528.4 "," 3,443.1 "," 2,748.9 "," 2,882.4 "," 2,625.1 ", -   ," 1,322.7 "," 1,431.0 "," 26,398.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NWT Yukon Nunavut, 248.4 , 436.6 , 64.0 , -   , -   , -   , -   , -   , 183.1 , -   , 371.3 , 508.5 ," 1,811.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total Other Canada Removals," 95,837.6 "," 71,702.1 "," 67,298.8 "," 38,976.8 "," 29,271.9 "," 27,615.6 "," 23,868.9 "," 31,235.8 "," 27,789.0 "," 37,712.3 "," 58,629.8 "," 152,894.7 "," 662,833.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,USA Removals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,       PADD 1," 72,399.4 "," 47,270.8 "," 33,128.8 "," 16,981.4 "," 6,202.8 "," 8,898.2 "," 9,263.2 "," 14,266.9 "," 18,289.0 "," 23,171.2 "," 43,463.8 "," 72,351.1 "," 365,686.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,       PADD 2," 316,187.0 "," 286,550.8 "," 238,924.9 "," 126,538.8 "," 144,616.4 "," 137,373.7 "," 141,548.8 "," 142,302.7 "," 161,031.1 "," 248,714.8 "," 287,808.2 "," 259,115.8 "," 2,490,713.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,       PADD 3," 16,103.4 "," 14,440.0 "," 17,065.9 "," 8,157.4 "," 20,094.9 "," 25,818.7 "," 27,315.6 "," 24,838.1 "," 24,262.9 "," 29,978.1 "," 27,323.4 "," 32,231.8 "," 267,630.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PADD 4," 26,711.1 "," 15,075.5 "," 11,910.7 "," 3,701.5 "," 5,999.1 "," 6,623.8 "," 6,177.4 "," 7,481.9 "," 20,572.3 "," 9,731.1 "," 17,538.0 "," 20,469.9 "," 151,992.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PADD 5," 90,488.4 "," 83,374.7 "," 71,564.4 "," 51,088.3 "," 59,511.0 "," 81,124.8 "," 76,636.7 "," 55,018.1 "," 63,111.7 "," 62,012.2 "," 92,300.6 "," 96,148.2 "," 882,379.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total USA Removals," 521,889.3 "," 446,711.8 "," 372,594.7 "," 206,467.4 "," 236,424.2 "," 259,839.2 "," 260,941.7 "," 243,907.7 "," 287,267.0 "," 373,607.4 "," 468,434.0 "," 480,316.8 "," 4,158,401.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Offshore Removals, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total Removals From Alberta," 617,726.9 "," 518,413.9 "," 439,893.5 "," 245,444.2 "," 265,696.1 "," 287,454.8 "," 284,810.6 "," 275,143.5 "," 315,056.0 "," 411,319.7 "," 527,063.8 "," 633,211.5 "," 4,821,234.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Reporting Adjustment,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,as percent,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TOTAL DISPOSITION," 931,715.3 "," 770,494.1 "," 681,852.5 "," 440,765.4 "," 463,997.3 "," 483,744.1 "," 500,623.5 "," 497,602.9 "," 606,092.7 "," 701,101.5 "," 863,451.9 "," 980,327.0 "," 7,921,768.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Note:  Removals refers to the reported disposition to the first destination outside of Alberta. This may not be the final market.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Run Date:  04 April 2019,,,,,,,,,,,,,,Year To Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Supply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Opening Inventory," 464,777.0 "," 323,520.2 "," 299,936.4 "," 358,154.1 "," 419,691.4 "," 502,464.1 "," 603,739.6 "," 774,569.2 "," 951,266.0 "," 978,153.7 "," 977,021.5 "," 909,458.2 "," 464,777.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Plant/Gathering System Process," 153,491.6 "," 126,280.4 "," 178,543.2 "," 123,456.7 "," 123,169.7 "," 132,181.5 "," 126,332.9 "," 122,689.4 "," 83,346.1 "," 84,362.3 "," 102,281.5 "," 121,004.2 "," 1,477,139.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Refinery Process," 20,582.7 "," 16,544.1 "," 19,492.6 "," 5,621.7 "," 2,287.9 "," 9,716.0 "," 18,585.9 "," 18,403.1 "," 26,558.8 "," 27,569.1 "," 23,604.5 "," 25,965.6 "," 214,932.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fractionation Yield," 588,975.8 "," 527,832.6 "," 612,946.6 "," 583,301.6 "," 544,929.4 "," 583,161.6 "," 651,540.2 "," 689,951.1 "," 553,076.2 "," 681,489.9 "," 685,735.7 "," 722,423.2 "," 7,425,363.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
