Gas Day,Measured Receipts Volume (103M3),Storage Receipts Volume (103M3),Gordondale Receipts Volume (103M3),Groundbirch East Receipts Volume (103M3),Intra Provincial Deliveries Volume (103M3),Border Deliveries Volume (103M3),Empress Deliveries Volume (103M3),ABC Deliveries Volume (103M3),McNeil Deliveries Volume (103M3),Gordondale Deliveries Volume (103M3),Storage Deliveries Volume (103M3)
1/1/2017 0:00,380090.2,39105.7,3965.8,10308,177681.6,191746.8,67435.7,65237.7,52237.2,0,684.7
1/2/2017 0:00,371021.1,35628.2,2854,10221.2,186470.6,189014.8,67325.4,63451.6,51766.1,0,0
1/3/2017 0:00,390506.2,56877.4,2832.5,10236,186598.2,191846.2,68786.9,62590.7,53418.3,0,0
1/4/2017 0:00,384782.8,51980.7,2979.2,9510.6,179125,196232.9,68613.5,64751.8,55354.6,0,608.6
1/5/2017 0:00,374240.7,41777.5,2382.7,9912.5,176935,198116.7,68541.6,65225.6,56139.9,0,643.8
1/6/2017 0:00,382747.1,52707.9,2521.8,5977.2,185237,194469.7,67817.9,62737.4,56291.4,0,0
1/7/2017 0:00,389438.1,58992.5,2175.8,7987.2,189708.1,193664.3,68315.6,63390.4,55437.7,0,0
1/8/2017 0:00,390814.7,61211.3,2712.5,8094.3,189992.2,193050.9,68324.3,64249.5,54710.7,0,0
1/9/2017 0:00,385796.3,59180.5,2670.8,8727.4,191516.5,190568.1,66853.5,64714.6,53674.3,0,0
1/10/2017 0:00,389798.8,63982.1,2266.8,10136,190438.2,191429.1,69298,62473.7,53939.8,0,0
1/11/2017 0:00,395933.5,71219.7,2243,10292.7,183641.1,196005.1,70765,66502.5,52825.1,0,0
1/12/2017 0:00,377957.4,49466.8,2282.6,9503.7,180732.7,197939.9,71386.1,64223.2,55182,0,883.2
1/13/2017 0:00,367157.1,38575.2,2540.2,6825.8,171047.8,192209.4,68590,61375.5,55540.1,0,611.7
1/14/2017 0:00,363686.2,28559.9,2262,10247,162822.2,193256.2,69880.6,63508.4,53438.7,0,792.7
1/15/2017 0:00,366123,28318.7,2253.7,9874.8,162247.5,196171.1,69485.4,64495.2,54773.7,0,788.9
1/16/2017 0:00,355365.3,19533.4,2261.4,10135.9,158415.2,196049.3,71370.3,63862,53847.6,0,766.9
1/17/2017 0:00,349658.8,13319.7,2715.7,10236.8,157797.9,193425.4,71694.6,62827,52243.3,0,6291
1/18/2017 0:00,348933.1,12347.9,2799.1,10309,156926.1,195243.9,68494.1,65563.7,54565.2,0,5162
1/19/2017 0:00,362608.7,17699.3,2658.7,10322.5,155231,185744.8,67721.9,65477.4,46338.5,0,803
1/20/2017 0:00,355959.6,12095.4,2664.4,10232.1,159847,190787.4,68391,65380.5,50725.2,0,773.8
1/21/2017 0:00,358922.6,14303.1,2142.5,10069.4,163433.3,194387.8,68561.3,65189.8,54294.3,0,718.1
1/22/2017 0:00,358612.9,14069.2,2285.3,10341.8,168775.9,193265.1,68768.4,62764,55353.3,0,788.3
1/23/2017 0:00,379852.7,37408.2,2282.5,10364.4,171163.6,196026.2,69292.6,65807.2,54749.1,0,721.7
1/24/2017 0:00,376196.1,33504.3,2922.2,10258.4,169500.3,197331.1,70436.8,65978.2,54597.6,0,128.3
1/25/2017 0:00,350663.8,9158.4,2641.1,10247.1,169316,187527.2,66596.6,67459.3,46812.1,0,323.5
1/26/2017 0:00,371124.7,28264.7,2432.2,10170.8,162217.9,196509.3,70842.9,66439.9,52889.8,0,427.1
1/27/2017 0:00,355389.1,8303.5,2711.2,10164.2,156425.7,192808.7,67898.9,66177.3,52403.1,0,4.2
1/28/2017 0:00,354927.6,4697.6,2843,9975.9,153164.3,195013.3,68909.7,66556.7,53316.8,0,0
1/29/2017 0:00,352290.3,2234,2743.9,10102.4,155087.3,196659.1,68128.5,67134.8,55144.5,0,0
1/30/2017 0:00,353110.6,9173.5,2687.4,10126.9,169044.4,189529.2,66928.8,62834.2,53528.3,0,1.4
1/31/2017 0:00,374379.4,26205.1,3052.5,10204.8,177472.1,186808.5,68979.4,60521.4,51462.9,0,0.2
2/1/2017 0:00,373753.2,26199.4,2514.1,10177.8,178263.1,188855.5,69262,63881.1,50231.5,0,0
2/2/2017 0:00,369859.8,25831.6,2886.2,10272.7,176802.8,191548.2,69290.2,66326.3,50467.4,0,0
2/3/2017 0:00,380015.4,36935.1,2977.8,10123.7,180629.7,191011.6,69630.3,64038.2,51665.8,0,0.3
2/4/2017 0:00,375203.3,35930.2,2267.8,10153,183218.6,192012.3,69652.4,65195.5,51660,0,0
2/5/2017 0:00,385924.9,47774.9,2280.6,9727.4,190016.9,190737.6,69685.3,63868.9,51722.2,0,0.9
2/6/2017 0:00,391972.3,61704.1,2144.7,9493.5,195592.7,185152,69379.7,56782.1,53569.2,0,0
2/7/2017 0:00,383253,65915.9,2992.2,5548.7,187685.8,191484.8,70045.1,64562.2,51357.9,0,0
2/8/2017 0:00,380629.8,61683.7,2211.8,7784.7,180174.8,191660.5,69930.4,64646.6,51230.4,0,0
2/9/2017 0:00,367242.6,43730.1,2261,8988.8,170974.5,184667.9,67917.1,63072.7,47695.1,0,0
2/10/2017 0:00,359305.8,31013.5,2594.7,9616.8,163675.6,190984.7,68198.4,62427.3,54036.8,0,4.9
2/11/2017 0:00,357951.5,25531.5,2847.1,9103.9,155318.3,191435.5,69195.6,63759.5,52213.7,0,405.1
2/12/2017 0:00,359378.8,26694.1,3134.4,9190.8,151035,192799.3,71081.7,63891.2,51257.4,0,403.5
2/13/2017 0:00,337350.9,9896.5,2708.8,8177.7,149963.2,188857.1,67120.9,65049.7,50444,0,673.8
2/14/2017 0:00,342079.2,20427.3,2188.2,8984.7,145707.4,191412.6,70006.6,64051,50963.3,0,404.3
2/15/2017 0:00,342724.5,17245.6,2202.8,8960.1,145639.5,190467.1,70520.9,63873.1,49714.1,0,395.9
2/16/2017 0:00,340472.7,12230.4,2792.7,8691.7,147767.4,191651.6,72094,63600,49559.7,0,407.5
2/17/2017 0:00,340905.9,10296.7,2022.9,8687.9,151306.2,187167.3,69574.4,63628.9,47491.2,0,357.7
2/18/2017 0:00,341262.2,7960.9,2205.9,8730.8,155635.1,184458.6,67705.3,63225.4,47283.1,0,7.5
2/19/2017 0:00,349720.6,10749.4,2303.8,9762.4,151206,185437.4,68065.9,63497.7,48129.3,0,50.3
2/20/2017 0:00,352665.5,13562.6,2424.5,9135.2,158514.5,186886.2,68002.6,63970.9,49131.8,0,5815.4
2/21/2017 0:00,350080.6,9302.6,2428.7,9017,163361.5,184117.7,66816.3,63075.4,48271.7,0,4427.5
2/22/2017 0:00,351735.5,11030.1,2574.6,10251.6,169488.6,182820.7,68265.1,61704.5,46778.3,0,3975.4
2/23/2017 0:00,365177.8,22792.9,2887.3,10212.7,169260.6,189655.7,72367.4,62311.7,49242.1,0,2611.3
2/24/2017 0:00,364125.5,21096.3,2860.3,10339,172290.4,188796.9,69983,62884.5,49866.8,0,82.3
2/25/2017 0:00,361768.7,19263.2,2803.6,10266.3,167799.9,189401.8,70084.9,63582.3,49128.8,0,0.1
2/26/2017 0:00,361130.9,18969.9,2656,10238.7,176646.1,183630.6,65855.5,62230.4,48989.8,0,0
2/27/2017 0:00,365516.9,26979.3,2824.2,9664.8,174229.4,185674.5,70880.6,62338.7,46509.7,0,0.2
2/28/2017 0:00,357488.2,18333.3,3008.7,9620.4,173354.5,181985.2,68136,62212.3,46407.1,0,588.3
3/1/2017 0:00,362255.4,21728.5,3226.9,9993,174756.1,187870,68607.6,61592.8,51964.9,0,2374.8
3/2/2017 0:00,374097.3,32606.9,2942.8,10123.4,163235.1,190239.7,69072.2,62216.6,52347.8,0,60.3
3/3/2017 0:00,360661.6,18399.7,2375.4,9055.9,155919.8,189669.3,70533.1,62449.2,49728.1,0,3.7
3/4/2017 0:00,354415.1,17307,2660.2,8955.7,169549,188690.4,67999.5,62473,52046.8,0,0
3/5/2017 0:00,357936.6,22070.2,2664.1,6954.6,173682.8,186704.8,67138.1,62216.7,51196,0,0
3/6/2017 0:00,386412.4,50499.9,2635.8,6919.4,177388.4,189683.9,68142.9,62344.5,53273.5,0,0.5
3/7/2017 0:00,376159.9,36583.7,2966.4,9772,180844.8,186498.3,69535.2,63324.6,47704.6,0,9.3
3/8/2017 0:00,370846.7,34331.7,2810.3,9813,187749.8,184666.9,69013.8,60528.8,49174.5,0,3.5
3/9/2017 0:00,384416.9,50762.9,2800.2,7133,188771.6,189160.3,70008.2,59484.7,53348.8,0,1.5
3/10/2017 0:00,389809.2,56982.3,1924.8,6454.1,187579.9,193506,70060.3,60251.1,56609.7,0,0
3/11/2017 0:00,387820.7,53520.3,2459.5,9131.9,184562,194994.1,69715.9,64950.9,53717,0,0
3/12/2017 0:00,376402.9,48535.6,1969.7,8555.7,179276.5,193257.4,69117,61364.9,56116.5,0,0
3/13/2017 0:00,361124.2,39543.5,1925.4,8591.4,166284.9,191939.9,71783.2,61365.1,52127.4,0,2.4
3/14/2017 0:00,365756.9,36123.1,1922.9,8706.9,154510.1,190600.3,70261.5,60426.4,53346.5,0,409.5
3/15/2017 0:00,344433.6,10033.7,2138.4,8483.8,153571.6,190266.1,68375.1,64218.8,51313.7,0,744.1
3/16/2017 0:00,347083.7,11425.1,2197,8540.4,155628.6,189465.6,69358.7,63581.2,49838.3,0,765
3/17/2017 0:00,349815.4,10604.6,2134.1,8487.8,152277.3,189735.3,69236.3,64685.2,49612.7,0,2630
3/18/2017 0:00,351563.6,7359.2,2373.2,8835.3,148537,192425.6,70440,63971.7,51452.8,0,3173
3/19/2017 0:00,351889.6,3986,2382.3,8943.3,161198.1,192560.2,70597.5,64078,51079.7,0,2896
3/20/2017 0:00,359867.2,15364.2,2502.2,9866.1,164274.4,184572,70723.6,58826.8,48241.8,0,2784.8
3/21/2017 0:00,354953.1,15106.5,2604.2,8592,154188.3,193391.5,72764.5,62037.7,52000.4,0,2.1
3/22/2017 0:00,356744,11185.9,2267.1,10140.5,148802.8,195382.8,73639.9,64220.2,51048.8,0,390.1
3/23/2017 0:00,349567.7,3015.3,3050.2,10143.2,171832.4,183751.3,66158.7,64270.9,47495.1,0,20914.6
3/24/2017 0:00,355239.3,2981.4,2876.4,9827.8,161817.9,186660.5,70310.9,64046.9,46596,0,8621.6
3/25/2017 0:00,355340.1,2802.9,2836.8,9631.2,157765.1,192153,71029,64830.1,49308.6,0,7806.4
3/26/2017 0:00,355928.3,2722.2,2698.9,9691.4,160113.6,193473.2,71905.8,66198.8,48410.5,0,9299.3
3/27/2017 0:00,352671.1,2797.3,2930.4,10255.5,165830.6,183640.5,71349.9,58030.6,47652.5,0,13237.3
3/28/2017 0:00,351883.4,2836.3,3319.5,9809.4,158030.6,189864.7,72832,59489.7,50819.7,0,9145.1
3/29/2017 0:00,350539.6,2819.3,3142.5,9835.9,155699.5,190574.7,70792.5,64671.8,48624.8,0,8550.9
3/30/2017 0:00,352261.4,2807,2781,9830.7,155651.3,190555.6,67672.8,66522.5,49735.6,0,7403.3
3/31/2017 0:00,354335,2667.5,3066.8,9738.7,161464.5,188963.8,69957.6,64834,46984,0,19527.2
4/1/2017 0:00,354851.6,3027.5,3313,9777.2,164789.6,180970.5,63641.8,62979.7,47351.7,0,24599.2
4/2/2017 0:00,354014.1,3031.9,3316.3,10061.6,167604.7,184685.7,66889,62954.1,48028.1,0,23407.9
4/3/2017 0:00,349875,2936.7,3501.4,9872.9,164786.6,180489.5,65820,61394.3,46388.5,0,17607.4
4/4/2017 0:00,341398.5,2673,3092,8799.9,169426,174608.5,63647.5,59458.5,44148.9,0,27327
4/5/2017 0:00,341420.5,2540.4,3812.3,9446.5,160663.5,176655.8,68981.8,53539.4,46787.7,0,23578.7
4/6/2017 0:00,339370.5,3101.5,3047,9981.9,153218,187325.2,73058.7,63081.8,43515.7,0,16630.1
4/7/2017 0:00,348006.9,3151.4,2893.4,10459.5,157449.6,186347,68533.6,64308.7,45508.1,0,18668.9
4/8/2017 0:00,350084.8,3121.1,3327.2,10336.9,161840.9,186465,66145.3,63738.9,49150.3,0,22354.5
4/9/2017 0:00,348106.9,3193,2875.9,9391.7,159011.6,188145.7,68592.8,62725.1,49316.7,0,17181.1
4/10/2017 0:00,347323.1,3189.4,3235.9,10007.3,153688.3,184650.7,65168.8,63054.2,48583,0,13886.5
4/11/2017 0:00,342623.8,5539.5,6541,0,149139.4,189854,69120.7,64043,48697.4,0,7063.7
4/12/2017 0:00,339628.4,5653,6080.4,0,146261.6,192148.8,68259.2,63605.2,52136.4,0,5966
4/13/2017 0:00,344885.6,6195.4,6629.9,0,152573.6,186451.9,65429,61166.5,51895.3,0,11537.9
4/14/2017 0:00,345029.2,6150.5,6750.5,0,153715.1,183008,63600.3,62261,49336.7,0,14301
4/15/2017 0:00,344513.3,6095.2,6760.2,0,158301.5,185041.9,65801.5,61877.1,49470.8,0,14804.5
4/16/2017 0:00,345580.2,6236,6065.1,0,153199.3,185149.1,66019.3,61748.8,49611.5,0,12703
4/17/2017 0:00,345503.2,10945.9,6494.6,0,157897.4,187627,67213.4,62446.1,50968.3,0,15543.5
4/18/2017 0:00,346341.3,12931.8,5034.7,-9.2,150552.7,183382.3,67695.8,61672,46167.1,0,8446.3
4/19/2017 0:00,344742.8,10800.4,4626.8,-0.5,154484.6,176747.2,65118.7,58157.2,45462.1,0,18142.7
4/20/2017 0:00,349735.9,10052.6,7061.8,5764.6,163256.7,183331.5,65849.9,64767.7,44875.6,0,29055
4/21/2017 0:00,355166.5,10087,6957.1,10300.1,158746.6,186200.1,69497.8,63226.2,45964.1,0,21420.6
4/22/2017 0:00,352897.6,10094.8,7095.7,6972,158622,185870.1,67963,62890.6,47659.1,0,19352.6
4/23/2017 0:00,351284.7,8880.6,5913.3,9689.1,157702.1,183329.6,67022.2,62926.7,46104.1,0,17882.3
4/24/2017 0:00,343576.1,9009.9,4068.2,8404.6,152310.6,186235.2,69205.9,62246.6,47410.1,0,6597.9
4/25/2017 0:00,338317,6988,2927.2,6082.1,153305.3,183917,68483,63310.7,44743.6,0,6524.3
4/26/2017 0:00,339435.1,8019,3256.1,4799.8,152744.5,182920.7,68599.8,62431.5,44531,0,7009.5
4/27/2017 0:00,344749.6,7514,2906,9907.8,145565.5,182143.6,65656.7,62475.8,46534,0,4531.2
4/28/2017 0:00,343751.3,4468.5,3035.5,10106.5,157433.8,176123.4,66421.6,56529.3,45612.1,0,22799.1
4/29/2017 0:00,342203.5,4425,3310.3,10089.7,144126.3,178669.4,68103.5,57289.3,45644.5,0,19656.7
4/30/2017 0:00,337974.1,4428.2,3118,10090.8,155297.8,188509.9,67603.7,69369.6,43852.7,0,31826
5/1/2017 0:00,336214,3383,3123.1,10080.4,147979.1,188083.7,71756.5,64582.4,44584.4,0,24308.9
5/2/2017 0:00,337954.2,3846.6,3174.2,10029.6,142407.8,190168.3,71503.8,66335.3,45151.7,0,19079.8
5/3/2017 0:00,341728.2,4881.4,3194.3,10082.7,145074.3,187221.8,71591.4,65432.6,43072.1,0,29021.7
5/4/2017 0:00,340806.6,3782.5,3168.3,10235.9,152933.9,184978,69192.8,65932.9,42078.2,0,36945.5
5/5/2017 0:00,340916.9,4000.6,3768.3,10294.6,153412.9,182837.6,70981.6,64195.2,40076.5,0,43687.9
5/6/2017 0:00,344093.6,4139.1,3682,8687.7,156484.6,182137.6,71268,63610.8,39603.5,0,45456.3
5/7/2017 0:00,343389.1,5965.1,3689.5,8477.8,159389.4,184423.9,72739.5,64247,39739.1,0,42092.4
5/8/2017 0:00,340556.1,6866.7,2722.5,10599.1,158412,178675.3,69428.8,59946.5,41926,0,42065.7
5/9/2017 0:00,340463.8,6906.4,4018.4,9912.6,160527.1,175568.5,69833.8,55419.3,43769.9,0,44785.8
5/10/2017 0:00,338674.8,6989,2432.5,9857.3,152090.1,180406.4,70115,55365,48385.8,0,37124.8
5/11/2017 0:00,337296.3,6954.7,3174,7656.6,152595.8,185351.2,70293.9,61247.8,47289.6,0,37117.5
5/12/2017 0:00,345795.6,7001.9,3227.2,10313.5,151660.2,186170,70061.2,63224.6,46210.5,0,32757.8
5/13/2017 0:00,347762.6,7024.1,4756.5,10341.2,159632.2,186544.3,72949,62301.8,44179.4,0,35470.6
5/14/2017 0:00,348170.5,6974.2,5154.6,9817.3,164719.4,182345.4,69275.4,61740.8,44572.5,0,35996.8
5/15/2017 0:00,343681.3,6870.6,5180.1,9282.3,156821.9,179739.4,66827.9,60136.4,47273.9,0,25436.6
5/16/2017 0:00,338147.5,8056.6,3850.9,6319.9,146850,183963,71100,61864.7,46249.2,0,16661.8
5/17/2017 0:00,344421.3,7946.5,4221.5,10123.5,143889.3,187794,71836,64509.5,45612.7,0,14435.6
5/18/2017 0:00,344311.7,7973.7,5426.9,10104.5,144605.2,187304.9,72404.3,63155.4,45338.6,0,18142
5/19/2017 0:00,341561.5,3462.1,3790.4,8731.2,151791.4,189291.7,69007.1,65284.3,47595.1,0,28695.5
5/20/2017 0:00,339571.9,3095.2,3718.9,9286.9,150429.5,194529.9,74108.9,64215.2,48294.5,0,30177.8
5/21/2017 0:00,343236.4,7373.9,4171.4,10028.3,146342,190774.4,71529.1,63936.4,47346.2,0,28217.2
5/22/2017 0:00,335884.8,7648.6,3279,9316.3,140047.6,187177.2,72546.3,61518.5,45806.2,0,24594.2
5/23/2017 0:00,329720.8,11245.7,0,10073.8,137783.6,184690.7,70880.1,63594.4,42919.7,0,23975
5/24/2017 0:00,320519.9,10360.8,0,9979.5,138111.4,188550.9,72063,70049.4,38983.3,0,14633.4
5/25/2017 0:00,321973,10165.9,0,8991.8,131694.1,188764.1,71144.1,68209,41451.9,0,9344
5/26/2017 0:00,316410.1,7425.3,0,8583.4,128892.2,184797.5,70102.1,65079.2,41756.8,0,8673.3
5/27/2017 0:00,318704.2,5165.1,0,9609.9,124585.1,184150.3,69530.5,61046.8,45722.2,0,7708.1
5/28/2017 0:00,319755.5,5160.1,2763.4,9606.4,126429.4,185669.6,69413,62581.3,45746.2,0,8157.7
5/29/2017 0:00,311665.2,4761.1,8716.1,0,128975.9,178623.3,68672.1,57472.9,44643.2,0,11095.9
5/30/2017 0:00,313547.6,4623.2,7632.2,0,127148.9,175394.3,67590.8,56444.1,44455.5,0,11195.9
5/31/2017 0:00,311977.1,3359.3,7548.3,0,121983.5,182437.7,68466.4,60478.9,46642.9,0,9085.6
6/1/2017 0:00,320211.2,5702.3,6565.1,0,127357,185391,69965.1,60025.7,48437.6,0,16404.3
6/2/2017 0:00,332078.8,7554.2,9729.1,0,151827.8,180793.6,68438.8,59011.9,46837.9,0,38746
6/3/2017 0:00,335118.9,8227.5,8438.9,0,152729.6,184908.7,68292.8,59037.8,50989.3,0,41127.4
6/4/2017 0:00,335425.9,7707.3,8157.8,1804.6,146360.7,189468.4,69891,59446.7,53018.1,0,34824.5
6/5/2017 0:00,326689.9,5624.7,5881.3,5502.1,125908.7,186454.4,68489.3,57986.3,52495.5,0,11280.8
6/6/2017 0:00,317241.2,2853,4112.5,4467.3,127259.6,187335.9,67362.8,59777.5,52256.6,0,14234.1
6/7/2017 0:00,310383.3,2834,2916.5,4651.7,121811.2,180994.4,68959.3,59279.1,43654.2,0,8891.5
6/8/2017 0:00,306419.1,2941.2,2924.5,5908,119490.2,186909.5,69295.5,59361.6,50521.8,0,7315
6/9/2017 0:00,321303.7,6339.2,1666.2,4426.8,121390,198640.8,71706.3,61918.1,56356.1,0,7286.1
6/10/2017 0:00,322813.3,4914,1726,4743.8,129791.1,186759.5,68843.7,57416.2,52741.2,0,14587
6/11/2017 0:00,321060.2,4966.3,2605.2,5145.8,124760.1,183724.2,69746.1,56522.7,49402,0,12965.3
6/12/2017 0:00,313071.2,3008.5,2854,5186.9,141024.7,180259.4,64478.1,57075.9,50767.4,0,30474.5
6/13/2017 0:00,313742.5,3172.5,3462.7,7442.8,119092.4,185812.3,67500.6,57170.1,51186.3,0,8461.2
6/14/2017 0:00,312215.5,2982.3,3274.7,7634.1,123894.3,190940.5,68626,59009,52631.8,0,9816.3
6/15/2017 0:00,314004.9,2872.6,3695.3,7760.1,121316.4,194431.5,68744.6,62895.7,51748,0,6057.7
6/16/2017 0:00,318519.4,2964.2,4123,8556.1,119568.9,195387.6,70230,64053.4,50510.2,0,5217
6/17/2017 0:00,325886.9,3041.5,3858.6,7695.3,129021.8,192566.6,70018.6,62886.3,50918.6,0,12390.1
6/18/2017 0:00,328633.3,2988.4,4184.5,7312.4,131883.7,188284.8,68481,60002.3,51379.4,0,15976.4
6/19/2017 0:00,332852.3,2598.2,4247.1,7815.7,146749.4,182130.5,62252.7,59659.7,51976.7,0,30768.9
6/20/2017 0:00,331126.7,2601.3,3467.5,7599.2,147508.7,176862.5,58908.7,60731.9,49303.4,0,29038
6/21/2017 0:00,342520.3,2811.2,3494.3,8235.9,150688.6,180205.1,60304.6,66324.5,45385.9,0,28620.3
6/22/2017 0:00,344567.7,3068.4,3737.4,8275.8,166214.8,174512.5,60827.4,59963.4,45358.2,0,46028.8
6/23/2017 0:00,341888.9,3037.3,3685.4,7105.3,160912.5,180711.5,61116.3,60221.6,50910.6,0,45170
6/24/2017 0:00,344981.7,2918.5,3055.2,7857.2,159684.6,180880.7,61337.7,61030.5,50034.9,0,44938.8
6/25/2017 0:00,338732.3,2976.3,3456.8,8083.6,159179.3,180285.8,62991,60537.3,48351.9,0,44034
6/26/2017 0:00,333897.4,2691.9,3210.9,7941.7,151548.3,173325.7,56045,62235,46734.2,0,35546.6
6/27/2017 0:00,341966.6,3013.1,3548.3,8088.1,153552.6,178304.5,59969.4,62150.8,47514.1,0,36783.5
6/28/2017 0:00,341395.9,3089.4,3933.1,6906.5,150968.5,178086.9,60809.5,62356.3,46574.3,0,32005.3
6/29/2017 0:00,340567.3,3077.6,3141,7018.8,155059.4,183306.5,61737.2,64397.4,48658.9,0,38195.9
6/30/2017 0:00,338763.6,2997.6,4450.5,4919.1,162710.6,179569.6,57503.2,63051.9,50889.5,0,43952
7/1/2017 0:00,336991.2,3072.4,2880.7,5921.5,157305.4,177860.7,60245.1,63212.8,46026.1,0,40795.8
7/2/2017 0:00,339292.6,3036.2,3620.1,5543.4,158748.2,173993,57540.4,61869.3,45942.3,0,41963.1
7/3/2017 0:00,342564.3,3025.8,3215.1,5726,160935.9,173072.9,56465.3,61526,46509.9,0,41574
7/4/2017 0:00,336006.9,3053.8,3304.8,5621.4,163397.5,175625.9,59493.4,62039.5,45520.8,0,45005.9
7/5/2017 0:00,334953.3,3066.8,2715.1,4542.8,148563.8,169482.4,59145.1,58952.6,42712.2,0,26955.3
7/6/2017 0:00,330496,3774.1,1556.8,539.2,145707.5,163115.1,57522.6,57546.2,39503.3,0,21636
7/7/2017 0:00,319552.1,4266.3,21.3,2746.2,145682.6,178900.4,61509.4,66051.5,42783,98.7,21746.3
7/8/2017 0:00,329333.1,3557.3,0,5115.4,148447.7,174439.5,61063.4,64723.3,39851.2,0,23458.9
7/9/2017 0:00,327786.8,2956.8,2208.9,5699,145713.5,179771.6,58978,64192.9,47466.9,0,20438.1
7/10/2017 0:00,325472.8,3030.8,1843.6,6568.2,145463.9,176709.4,56614,64638.5,46473.9,0,18285.8
7/11/2017 0:00,325201.1,3281,2039.1,6973.5,131764.8,175138.3,66147.3,55535.1,44618.7,0,9327.3
7/12/2017 0:00,319597.9,2946.3,1964.5,4196,135772.9,179619.8,60974.3,61617.3,48982.7,0,13843
7/13/2017 0:00,319813.8,2819.5,2724,3881.9,137061.4,185342.5,65783.9,63117.5,48039.6,0,15963.5
7/14/2017 0:00,328775.5,2747.1,3047.2,4324.6,136859.9,184040.2,63256.6,66231.8,46437,0,13963.7
7/15/2017 0:00,328444.9,2473.2,3523.6,5891,145703.3,186785.7,67802.2,63893.6,46652,0,25154.7
7/16/2017 0:00,335978.9,2972,3614.1,6073.7,144038.4,190501.5,68065.2,65395.6,48676,0,19802.8
7/17/2017 0:00,340871.9,2977.6,3974.2,8566.5,148822.7,185961.1,66693.7,62489,48666.5,0,20276.1
7/18/2017 0:00,347211.1,2945,3649.7,9595.8,149598.2,184693.3,65041.5,64916.9,47166.1,0,18960.2
7/19/2017 0:00,348499.6,2864.8,4160.1,9888.9,162567.8,187721.6,61936.3,67027,51093.4,0,34359.5
7/20/2017 0:00,346588.9,2939.7,4346.9,10462.8,151850.2,190471,68101.4,66452.9,48281,0,26535.9
7/21/2017 0:00,348991.5,3023.5,5687.9,10372.3,171849.4,183793.3,63698.7,64826.8,47717.7,0,45862.8
7/22/2017 0:00,344286.3,2988.6,4062.2,7404.2,150073.6,178835.1,60894.7,64346,46123.6,0,22462.7
7/23/2017 0:00,337649.6,3007.3,1191,10542.7,149001.6,178061.2,58365.3,65544,46058.1,0,17121.1
7/24/2017 0:00,328247.4,2898.9,1477,10312.9,152305.4,180703.9,59424.7,68172.6,44173.8,0,16235.1
7/25/2017 0:00,331899.5,2952.3,2368.1,8287.2,150456.2,182715.5,63396.2,65771.1,44549.2,0,17113.4
7/26/2017 0:00,337967.1,2991.9,3307.4,7443.3,144625.5,177905.5,65339.5,62847.7,43080.5,0,14844.3
7/27/2017 0:00,340651.5,2995.3,2561.4,8398.2,145828.4,181779.2,65911.1,66362.8,42475.3,0,15494.9
7/28/2017 0:00,336965.5,3000.2,2996.4,7128.6,156100.4,178628.2,65170.5,60878.9,45574.9,0,21020.8
7/29/2017 0:00,336969.6,3025.1,2784.3,7386.8,147157.1,187349.5,68789.6,67097.8,43910.2,0,17063.1
7/30/2017 0:00,338205.7,3025,2840.9,7313.8,145352.2,185463.4,66430.6,65991.7,45553,0,15926.2
7/31/2017 0:00,335070.5,2949.1,2773.3,9236.3,153214.6,184166.8,65506.2,66007.6,44830.4,0,17513.4
8/1/2017 0:00,346872.7,2963.3,2823,10274.7,155275.9,190695.3,67527.5,67864.7,47756.9,0,22822.2
8/2/2017 0:00,345985.5,2866.7,3373.6,9406.4,156842,186479,65425.9,65841.9,47661.1,0,24576.3
8/3/2017 0:00,342987.6,2768.6,3328,9244.5,158254.7,181252,62297.9,63336.2,48082.5,0,28075.8
8/4/2017 0:00,347285.2,2873.4,3401.9,8615.2,155354.1,188698.3,67446.6,64867.9,48829.9,0,28294.2
8/5/2017 0:00,346253.2,2695.1,3413.5,9984.5,152973.2,188447,67785.5,64119.3,48975.1,0,26592.6
8/6/2017 0:00,343012.9,2679.1,3387.7,9844.1,153025.9,186621.4,67944.2,64194.7,47032.8,0,25953.5
8/7/2017 0:00,342889.1,2725.7,3385.2,10507,156190.5,185793.3,64488.5,65924.5,47934.5,0,28317.5
8/8/2017 0:00,336340.4,1931.9,3288.8,10759.1,142617,183325.5,68014.8,61560.7,44560.7,0,13071.4
8/9/2017 0:00,326822.9,1876.4,3384.7,10534.3,142327.7,181782.4,66582.4,61087.7,44768.2,0,10960.1
8/10/2017 0:00,328981.7,2772.6,3039.8,10269.6,139815.9,174690.7,65124.9,56893.2,45119.6,0,9325.8
8/11/2017 0:00,305809,2914.9,1084.5,5784.9,128584,174248.3,65826,54538.5,46546.4,0,3.1
8/12/2017 0:00,288459.2,2775.6,914.1,5142.4,130996.2,172953.1,65654.3,55852.9,44319,0,4423.8
8/13/2017 0:00,291264.7,2815.3,1565.2,5348.3,126637.5,171775,66263.7,53696.7,44718.2,0,9.1
8/14/2017 0:00,296932.4,9669.4,1617,6238.8,129857.6,170330.7,65308.4,53118.3,44418.1,0,0
8/15/2017 0:00,316775.5,25632.9,1630.7,7377.5,131767.4,164896.2,63892.4,49861.2,43859.9,0,0
8/16/2017 0:00,302155.9,7571.9,3014.4,7695.9,129375.6,166264.5,64914.5,52849.1,41462.1,0,0
8/17/2017 0:00,299381.7,2773.2,2528.7,6120.5,129500.1,166538.3,64928.2,59168.3,35486.4,0,2.3
